GeneID	RNA.WT1	RNA.WT2	RNA.KO1	RNA.KO2	RPF.WT1	RPF.WT2	RPF.KO1	RPF.KO2
ENSMUSG00000028223	208	219	230	235	45	36	32	25
ENSMUSG00000028224	49	45	87	32	10	1	6	5
ENSMUSG00000028226	88	74	269	299	25	22	65	52
ENSMUSG00000028228	119	152	336	177	49	26	65	81
ENSMUSG00000028229	70	22	61	29	6	6	4	9
ENSMUSG00000028232	104	123	65	69	7	16	8	16
ENSMUSG00000028233	56	52	51	43	12	9	17	8
ENSMUSG00000028234	139	240	118	191	28	31	33	23
ENSMUSG00000028236	183	85	79	133	23	19	29	34
ENSMUSG00000028238	268	225	160	159	39	41	30	91
ENSMUSG00000028240	150	136	307	114	46	16	22	25
ENSMUSG00000028243	433	423	415	296	99	105	21	62
ENSMUSG00000028244	152	188	121	119	12	6	18	14
ENSMUSG00000028245	113	111	105	107	11	22	12	9
ENSMUSG00000028246	116	177	233	165	37	23	41	18
ENSMUSG00000028247	163	201	380	396	24	26	91	38
ENSMUSG00000028248	166	248	595	752	28	35	85	48
ENSMUSG00000028249	625	420	289	217	51	34	32	54
ENSMUSG00000028251	140	65	101	107	12	11	16	13
ENSMUSG00000028252	270	374	480	244	43	29	42	37
ENSMUSG00000028255	93	155	148	73	24	14	15	23
ENSMUSG00000028256	190	82	245	172	11	7	16	16
ENSMUSG00000028259	195	262	431	205	59	38	48	48
ENSMUSG00000028261	200	186	201	169	1	3	6	2
ENSMUSG00000028262	73	40	68	53	20	12	34	11
ENSMUSG00000028264	33	25	8	26	5	1	2	6
ENSMUSG00000028266	28	77	107	72	6	2	11	3
ENSMUSG00000028268	103	189	206	278	15	37	46	53
ENSMUSG00000028270	38	29	22	33	16	15	10	7
ENSMUSG00000028271	50	48	58	55	18	12	15	11
ENSMUSG00000028273	83	80	99	67	15	16	18	16
ENSMUSG00000028274	85	63	96	69	5	9	4	6
ENSMUSG00000028277	46	90	65	51	6	2	6	5
ENSMUSG00000028278	48	95	52	35	3	8	5	3
ENSMUSG00000028280	208	194	202	215	27	20	18	21
ENSMUSG00000028282	443	526	155	155	31	24	6	8
ENSMUSG00000028284	39	64	59	108	3	3	5	8
ENSMUSG00000028287	250	222	159	306	41	40	33	16
ENSMUSG00000028289	39	77	75	61	1	6	6	11
ENSMUSG00000028291	158	104	124	134	28	22	11	12
ENSMUSG00000028292	129	173	134	247	37	21	18	59
ENSMUSG00000028293	128	195	114	200	24	40	20	28
ENSMUSG00000028294	31	38	11	20	4	4	1	1
ENSMUSG00000028295	116	214	126	126	24	22	45	18
ENSMUSG00000028298	369	249	408	414	38	42	26	39
ENSMUSG00000028300	546	378	331	239	23	91	62	48
ENSMUSG00000028307	387	130	209	193	7	4	15	21
ENSMUSG00000028309	30	22	25	11	8	8	4	1
ENSMUSG00000028310	871	585	637	1028	112	51	105	119
ENSMUSG00000028312	63	168	84	52	8	10	0	4
ENSMUSG00000028314	437	793	431	310	94	168	158	96
ENSMUSG00000028318	39	54	62	73	14	9	22	16
ENSMUSG00000028322	1141	676	793	1218	16	64	29	44
ENSMUSG00000028327	37	28	37	30	1	2	0	0
ENSMUSG00000028328	44	18	13	23	3	5	1	2
ENSMUSG00000028329	26	29	34	22	1	3	5	6
ENSMUSG00000028330	110	182	171	89	16	10	12	29
ENSMUSG00000028331	55	79	23	20	6	6	4	2
ENSMUSG00000028332	882	879	697	856	70	125	147	268
ENSMUSG00000028333	134	119	153	168	23	10	14	15
ENSMUSG00000028334	50	55	106	65	22	17	22	21
ENSMUSG00000028337	25	20	18	11	5	3	0	3
ENSMUSG00000028339	603	425	707	827	41	28	55	50
ENSMUSG00000028341	78	77	86	109	12	5	4	5
ENSMUSG00000028343	11	2	15	3	3	4	1	3
ENSMUSG00000028344	91	67	74	83	8	6	4	10
ENSMUSG00000028345	641	331	546	465	31	46	96	79
ENSMUSG00000028347	90	87	396	151	12	14	26	22
ENSMUSG00000028348	136	86	100	222	3	15	13	28
ENSMUSG00000028351	108	72	317	251	12	7	21	32
ENSMUSG00000028354	89	98	127	28	8	4	13	12
ENSMUSG00000028356	559	270	241	226	98	81	28	35
ENSMUSG00000028357	139	90	42	47	6	14	4	2
ENSMUSG00000028358	223	170	56	93	28	15	10	13
ENSMUSG00000028359	37	29	37	42	5	3	4	3
ENSMUSG00000028360	129	93	211	146	4	18	21	15
ENSMUSG00000028362	22	17	19	27	0	2	1	1
ENSMUSG00000028364	913	1611	1142	1288	134	85	185	84
ENSMUSG00000028367	114	67	33	115	10	7	6	7
ENSMUSG00000028369	29	58	36	42	18	9	10	13
ENSMUSG00000028370	62	78	57	32	10	10	12	11
ENSMUSG00000028373	62	138	265	71	9	6	6	7
ENSMUSG00000028378	395	152	339	237	33	32	36	49
ENSMUSG00000028381	864	1155	1309	1086	100	172	101	96
ENSMUSG00000028382	36	47	79	40	28	22	40	21
ENSMUSG00000028383	65	73	38	96	12	15	8	3
ENSMUSG00000028385	131	100	141	92	13	22	8	8
ENSMUSG00000028386	140	153	238	241	9	6	21	22
ENSMUSG00000028389	31	48	40	18	2	4	3	1
ENSMUSG00000028391	33	27	28	34	6	9	8	13
ENSMUSG00000028392	146	102	192	278	15	28	41	80
ENSMUSG00000028393	270	186	318	182	19	21	35	7
ENSMUSG00000028394	47	83	63	86	5	9	7	11
ENSMUSG00000028396	363	698	346	333	87	42	72	33
ENSMUSG00000028397	102	139	157	204	11	9	17	15
ENSMUSG00000028398	101	39	74	66	23	12	16	17
ENSMUSG00000028399	17	13	31	4	2	0	1	1
ENSMUSG00000028402	302	197	170	161	13	14	22	18
ENSMUSG00000028403	193	103	131	162	17	16	19	20
ENSMUSG00000028405	67	61	172	172	5	3	6	8
ENSMUSG00000028407	147	126	130	105	18	16	20	22
ENSMUSG00000028409	414	366	475	182	21	47	29	72
ENSMUSG00000028410	113	150	166	118	2	6	11	15
ENSMUSG00000028411	128	62	176	125	16	36	38	20
ENSMUSG00000028412	53	90	87	127	5	10	6	8
ENSMUSG00000028413	73	116	140	127	15	14	12	13
ENSMUSG00000028414	242	104	231	204	23	11	34	36
ENSMUSG00000028415	239	182	156	153	22	35	55	20
ENSMUSG00000028416	5	6	7	19	0	1	1	0
ENSMUSG00000028417	104	85	82	54	20	14	23	23
ENSMUSG00000028419	55	32	59	44	6	9	5	7
ENSMUSG00000028420	202	352	215	220	65	21	19	37
ENSMUSG00000028423	111	103	39	71	26	26	9	4
ENSMUSG00000028426	348	221	273	236	33	28	20	16
ENSMUSG00000028427	112	72	64	55	9	7	44	34
ENSMUSG00000028430	327	601	537	607	63	55	148	110
ENSMUSG00000028431	381	290	339	171	38	15	16	23
ENSMUSG00000028433	56	59	67	62	12	13	12	10
ENSMUSG00000028434	47	35	59	67	5	4	6	8
ENSMUSG00000028435	88	81	78	100	32	45	61	42
ENSMUSG00000028436	27	32	25	19	6	2	6	5
ENSMUSG00000028437	62	55	68	92	10	4	3	10
ENSMUSG00000028438	108	108	159	185	35	40	33	47
ENSMUSG00000028439	166	152	121	159	19	19	19	19
ENSMUSG00000028441	40	53	60	31	4	2	6	3
ENSMUSG00000028443	789	1237	661	919	291	269	438	456
ENSMUSG00000028444	93	68	161	71	14	5	22	13
ENSMUSG00000028445	454	666	374	529	20	20	17	19
ENSMUSG00000028447	362	210	187	367	64	47	12	27
ENSMUSG00000028451	62	49	56	44	13	13	7	13
ENSMUSG00000028452	40	28	65	96	5	8	9	7
ENSMUSG00000028453	732	538	319	307	104	65	143	137
ENSMUSG00000028454	527	600	478	790	263	160	191	256
ENSMUSG00000028455	140	170	87	181	18	13	17	20
ENSMUSG00000028456	567	282	445	303	66	122	120	161
ENSMUSG00000028457	169	227	235	208	12	13	13	20
ENSMUSG00000028458	279	292	178	317	19	39	16	22
ENSMUSG00000028459	106	117	98	104	15	12	11	11
ENSMUSG00000028460	63	43	54	34	6	7	7	13
ENSMUSG00000028461	12	10	15	14	1	1	0	0
ENSMUSG00000028463	128	110	178	204	28	42	20	32
ENSMUSG00000028464	34	79	51	46	2	7	2	1
ENSMUSG00000028465	116	141	230	138	20	20	17	37
ENSMUSG00000028466	58	74	10	22	6	4	2	2
ENSMUSG00000028467	84	103	108	160	10	12	24	5
ENSMUSG00000028468	18	10	15	14	0	2	4	2
ENSMUSG00000028469	396	460	593	239	96	67	87	113
ENSMUSG00000028470	551	407	516	395	15	38	10	6
ENSMUSG00000028475	361	251	344	462	34	50	21	54
ENSMUSG00000028476	86	102	81	118	0	3	1	4
ENSMUSG00000028478	43	58	56	39	6	7	7	8
ENSMUSG00000028479	60	83	83	83	1	11	3	7
ENSMUSG00000028480	1395	1137	1022	923	111	86	157	67
ENSMUSG00000028483	87	68	80	64	11	9	7	7
ENSMUSG00000028484	13	23	39	24	1	3	10	2
ENSMUSG00000028487	84	105	140	69	10	8	12	6
ENSMUSG00000028488	21	32	119	59	10	20	20	13
ENSMUSG00000028492	817	524	340	437	95	126	71	161
ENSMUSG00000028494	123	155	156	218	3	4	21	22
ENSMUSG00000028495	145	116	187	229	6	5	21	16
ENSMUSG00000028496	549	399	828	1046	44	48	53	62
ENSMUSG00000028497	185	383	215	264	32	20	45	57
ENSMUSG00000028514	185	201	346	324	40	24	34	26
ENSMUSG00000028517	96	72	138	57	7	7	5	9
ENSMUSG00000028518	37	27	24	42	7	8	10	3
ENSMUSG00000028519	60	42	89	51	21	5	10	9
ENSMUSG00000028520	122	84	245	179	32	47	43	32
ENSMUSG00000028521	1018	882	1283	1939	101	81	278	428
ENSMUSG00000028522	104	61	94	82	13	19	26	11
ENSMUSG00000028523	392	330	246	335	22	39	28	7
ENSMUSG00000028524	10	24	24	22	3	3	1	3
ENSMUSG00000028525	61	95	101	68	6	7	10	10
ENSMUSG00000028527	161	63	82	81	13	6	10	5
ENSMUSG00000028528	224	310	268	140	44	16	33	33
ENSMUSG00000028530	84	68	108	79	17	19	15	24
ENSMUSG00000028532	147	100	149	99	20	24	14	17
ENSMUSG00000028533	54	118	106	156	4	8	16	5
ENSMUSG00000028536	70	148	109	103	17	17	14	7
ENSMUSG00000028538	164	227	273	306	31	66	44	38
ENSMUSG00000028539	32	23	50	45	5	5	4	3
ENSMUSG00000028540	623	322	220	340	16	33	40	8
ENSMUSG00000028541	16	8	13	16	4	2	6	4
ENSMUSG00000028542	107	67	88	103	9	12	13	13
ENSMUSG00000028544	126	115	244	252	6	13	12	10
ENSMUSG00000028545	420	231	540	417	10	23	14	6
ENSMUSG00000028546	116	112	131	156	20	10	13	7
ENSMUSG00000028549	91	208	255	136	24	15	28	21
ENSMUSG00000028550	61	60	56	70	6	10	8	3
ENSMUSG00000028551	68	91	223	117	6	10	18	29
ENSMUSG00000028552	497	1117	632	686	52	63	47	76
ENSMUSG00000028553	650	232	258	262	94	66	20	38
ENSMUSG00000028555	16	34	37	26	2	2	0	3
ENSMUSG00000028556	218	192	100	207	46	61	159	136
ENSMUSG00000028557	33	17	25	16	1	0	1	1
ENSMUSG00000028558	339	180	302	306	32	38	32	37
ENSMUSG00000028559	346	262	280	289	52	42	94	40
ENSMUSG00000028560	272	418	221	249	38	73	34	31
ENSMUSG00000028563	110	59	91	60	34	39	37	30
ENSMUSG00000028565	286	389	214	282	54	54	64	35
ENSMUSG00000028567	69	107	32	21	11	1	3	1
ENSMUSG00000028568	47	49	54	82	5	4	6	6
ENSMUSG00000028571	46	56	87	123	4	2	5	1
ENSMUSG00000028572	108	52	51	36	17	21	4	10
ENSMUSG00000028573	54	46	55	48	5	6	17	13
ENSMUSG00000028575	330	620	397	386	15	11	47	31
ENSMUSG00000028576	56	46	47	54	7	8	14	5
ENSMUSG00000028577	168	180	162	64	8	27	14	10
ENSMUSG00000028578	266	135	242	164	19	29	9	28
ENSMUSG00000028580	327	289	222	226	17	23	24	22
ENSMUSG00000028581	20	14	15	20	2	0	0	0
ENSMUSG00000028582	188	133	116	102	15	18	13	9
ENSMUSG00000028583	160	26	112	110	18	12	15	12
ENSMUSG00000028584	98	146	91	60	8	10	15	13
ENSMUSG00000028587	216	172	203	80	9	29	32	20
ENSMUSG00000028589	254	172	216	281	47	58	26	46
ENSMUSG00000028590	909	803	2374	2626	78	71	164	194
ENSMUSG00000028591	143	166	326	157	81	47	103	47
ENSMUSG00000028593	94	61	60	55	53	30	3	15
ENSMUSG00000028597	45	63	82	57	37	40	52	40
ENSMUSG00000028599	107	82	173	142	11	29	29	23
ENSMUSG00000028600	119	103	101	111	13	23	18	10
ENSMUSG00000028601	12	11	16	8	1	4	0	2
ENSMUSG00000028602	50	53	21	57	0	1	6	4
ENSMUSG00000028603	28	28	45	56	4	6	0	2
ENSMUSG00000028607	232	362	315	329	80	43	48	79
ENSMUSG00000028608	240	281	356	352	32	31	51	29
ENSMUSG00000028609	246	94	161	180	20	32	4	3
ENSMUSG00000028610	11	6	10	2	1	1	1	0
ENSMUSG00000028612	399	617	568	643	90	70	43	57
ENSMUSG00000028613	151	147	121	138	9	13	17	15
ENSMUSG00000028614	204	230	228	206	23	33	43	69
ENSMUSG00000028617	107	199	392	252	19	6	25	35
ENSMUSG00000028618	250	224	413	244	47	51	30	36
ENSMUSG00000028619	54	49	60	91	5	5	3	4
ENSMUSG00000028621	127	93	170	136	16	23	27	21
ENSMUSG00000028622	107	88	86	91	12	10	5	20
ENSMUSG00000028626	23	11	17	14	6	1	10	10
ENSMUSG00000028629	217	294	292	221	83	47	78	65
ENSMUSG00000028630	160	155	281	255	58	53	56	27
ENSMUSG00000028631	101	93	163	218	13	11	37	32
ENSMUSG00000028633	47	97	135	70	15	5	5	6
ENSMUSG00000028634	51	50	46	38	12	6	7	9
ENSMUSG00000028635	60	86	75	146	35	31	20	16
ENSMUSG00000028636	450	286	125	331	21	29	37	53
ENSMUSG00000028637	200	291	247	200	46	43	34	54
ENSMUSG00000028639	9	6	7	10	1	4	4	1
ENSMUSG00000028640	371	412	456	463	42	83	42	70
ENSMUSG00000028641	64	73	67	71	15	13	29	11
ENSMUSG00000028642	395	367	372	296	76	83	157	87
ENSMUSG00000028643	103	94	123	68	9	19	18	5
ENSMUSG00000028644	173	335	262	207	39	37	40	45
ENSMUSG00000028645	129	92	75	115	3	4	3	3
ENSMUSG00000028646	14	25	24	45	2	4	2	5
ENSMUSG00000028647	42	46	38	23	3	7	1	4
ENSMUSG00000028648	50	40	36	46	7	5	6	9
ENSMUSG00000028649	46	39	32	76	6	6	8	4
ENSMUSG00000028651	287	353	824	659	42	56	51	42
ENSMUSG00000028653	195	224	134	168	11	21	28	22
ENSMUSG00000028654	138	104	92	99	9	7	4	9
ENSMUSG00000028655	274	240	254	222	26	14	50	32
ENSMUSG00000028656	97	67	42	74	16	11	14	16
ENSMUSG00000028657	28	10	7	11	0	0	2	4
ENSMUSG00000028661	70	147	80	71	8	16	16	11
ENSMUSG00000028664	490	411	499	699	50	48	45	44
ENSMUSG00000028668	6	4	6	9	0	0	0	0
ENSMUSG00000028669	113	283	135	77	31	48	73	48
ENSMUSG00000028670	61	51	51	57	5	6	7	8
ENSMUSG00000028671	184	218	296	301	25	28	14	9
ENSMUSG00000028672	82	78	90	95	20	12	18	21
ENSMUSG00000028673	78	56	32	54	5	9	6	9
ENSMUSG00000028675	89	59	18	19	10	3	1	3
ENSMUSG00000028676	88	87	59	81	9	5	5	7
ENSMUSG00000028677	135	90	309	214	13	13	4	2
ENSMUSG00000028678	40	103	26	71	8	7	4	5
ENSMUSG00000028680	73	88	69	49	2	3	7	2
ENSMUSG00000028681	213	220	117	286	17	27	38	18
ENSMUSG00000028683	668	450	550	452	90	129	62	149
ENSMUSG00000028684	63	94	55	77	42	10	47	18
ENSMUSG00000028687	400	401	419	437	163	174	94	103
ENSMUSG00000028688	80	88	69	83	12	12	15	16
ENSMUSG00000028689	69	75	36	75	17	26	9	12
ENSMUSG00000028690	46	50	98	102	3	4	4	13
ENSMUSG00000028691	355	416	426	264	31	22	24	32
ENSMUSG00000028692	450	321	388	575	33	44	45	44
ENSMUSG00000028693	441	321	289	413	22	37	29	44
ENSMUSG00000028696	83	156	91	78	13	12	10	15
ENSMUSG00000028698	37	29	29	10	6	9	5	2
ENSMUSG00000028699	257	124	244	167	25	18	21	17
ENSMUSG00000028700	687	1662	2411	1400	163	100	314	391
ENSMUSG00000028701	69	54	47	108	5	7	17	13
ENSMUSG00000028702	124	124	180	193	17	15	12	11
ENSMUSG00000028703	1462	1324	1546	1395	95	166	207	76
ENSMUSG00000028706	46	32	11	13	2	1	0	0
ENSMUSG00000028707	233	263	202	312	25	23	34	41
ENSMUSG00000028708	108	125	154	68	11	12	4	5
ENSMUSG00000028709	79	86	60	117	4	6	1	0
ENSMUSG00000028710	596	660	804	323	87	53	110	205
ENSMUSG00000028712	385	227	226	414	57	41	56	48
ENSMUSG00000028713	437	938	610	673	83	47	50	86
ENSMUSG00000028715	136	122	82	96	19	16	18	31
ENSMUSG00000028716	180	306	444	222	16	37	30	25
ENSMUSG00000028717	58	34	58	56	9	4	1	1
ENSMUSG00000028718	217	149	164	192	13	13	6	12
ENSMUSG00000028719	290	311	393	274	25	41	32	19
ENSMUSG00000028729	96	125	83	117	8	8	10	12
ENSMUSG00000028730	207	65	206	109	18	11	3	6
ENSMUSG00000028736	1213	619	638	1181	90	96	99	149
ENSMUSG00000028737	60	75	54	71	6	6	4	4
ENSMUSG00000028738	321	168	434	317	16	17	13	17
ENSMUSG00000028741	455	296	354	202	62	38	30	15
ENSMUSG00000028743	34	74	179	168	9	3	15	11
ENSMUSG00000028744	373	663	813	594	79	56	46	82
ENSMUSG00000028745	34	31	54	59	11	5	21	35
ENSMUSG00000028747	139	136	150	72	7	7	2	8
ENSMUSG00000028749	173	262	103	239	12	19	28	11
ENSMUSG00000028750	204	177	162	131	31	25	17	22
ENSMUSG00000028751	107	177	148	431	12	3	9	8
ENSMUSG00000028753	284	295	454	272	39	27	33	26
ENSMUSG00000028755	11	30	66	44	7	6	5	16
ENSMUSG00000028756	35	46	45	38	5	6	10	5
ENSMUSG00000028757	146	186	154	157	26	8	9	9
ENSMUSG00000028758	146	279	532	384	7	5	28	22
ENSMUSG00000028759	67	104	105	109	11	19	22	16
ENSMUSG00000028760	43	44	41	34	2	2	7	13
ENSMUSG00000028763	152	99	237	261	15	37	51	48
ENSMUSG00000028766	91	66	121	69	5	9	3	10
ENSMUSG00000028771	489	458	495	580	22	48	43	35
ENSMUSG00000028772	180	285	179	145	15	8	17	15
ENSMUSG00000028773	117	145	255	182	38	32	60	42
ENSMUSG00000028776	265	147	236	129	13	25	20	18
ENSMUSG00000028777	55	47	93	58	15	7	11	4
ENSMUSG00000028778	92	112	107	91	4	11	1	3
ENSMUSG00000028779	32	19	11	13	3	8	4	3
ENSMUSG00000028780	50	75	49	33	6	2	4	2
ENSMUSG00000028782	220	569	482	337	67	80	41	61
ENSMUSG00000028784	83	88	79	124	5	7	13	9
ENSMUSG00000028785	373	342	622	385	264	216	67	162
ENSMUSG00000028786	88	66	105	86	9	7	10	21
ENSMUSG00000028788	89	120	75	125	11	10	25	11
ENSMUSG00000028789	93	90	78	79	29	12	19	6
ENSMUSG00000028790	958	1099	2136	1365	60	88	196	112
ENSMUSG00000028792	440	461	283	580	41	23	28	32
ENSMUSG00000028793	120	123	252	123	47	30	41	33
ENSMUSG00000028794	274	188	162	171	75	51	31	50
ENSMUSG00000028795	87	57	77	76	10	1	7	1
ENSMUSG00000028796	495	322	975	621	29	39	78	85
ENSMUSG00000028797	172	106	114	76	23	16	33	11
ENSMUSG00000028798	251	212	393	263	13	4	6	4
ENSMUSG00000028799	263	132	702	554	32	37	42	45
ENSMUSG00000028800	49	61	107	90	9	4	6	13
ENSMUSG00000028801	241	223	245	214	36	67	35	38
ENSMUSG00000028803	43	75	116	115	4	6	13	12
ENSMUSG00000028804	1260	1173	606	1033	75	16	75	48
ENSMUSG00000028807	71	92	65	41	6	6	4	5
ENSMUSG00000028809	175	150	256	252	9	17	9	13
ENSMUSG00000028811	248	161	183	144	72	35	21	30
ENSMUSG00000028813	98	66	42	59	14	9	29	27
ENSMUSG00000028820	348	256	328	326	29	26	16	18
ENSMUSG00000028821	151	138	91	144	17	12	11	11
ENSMUSG00000028822	96	102	118	129	8	14	17	13
ENSMUSG00000028825	51	38	123	125	2	5	9	6
ENSMUSG00000028826	180	259	108	168	41	23	46	33
ENSMUSG00000028830	120	107	534	486	59	49	113	98
ENSMUSG00000028832	81	112	69	66	22	11	22	21
ENSMUSG00000028833	135	115	95	61	9	1	6	8
ENSMUSG00000028834	334	459	326	363	49	72	76	87
ENSMUSG00000028836	735	972	704	825	59	38	51	36
ENSMUSG00000028837	476	407	341	367	39	30	38	48
ENSMUSG00000028838	106	98	71	94	43	16	22	26
ENSMUSG00000028840	55	23	88	55	7	4	10	14
ENSMUSG00000028841	262	222	134	124	9	9	23	7
ENSMUSG00000028842	132	70	119	84	9	11	18	4
ENSMUSG00000028843	176	177	166	242	10	10	16	15
ENSMUSG00000028845	175	150	207	268	29	33	73	75
ENSMUSG00000028847	440	500	540	378	53	58	31	31
ENSMUSG00000028848	48	49	36	75	19	6	14	8
ENSMUSG00000028849	91	39	59	45	5	7	6	3
ENSMUSG00000028850	38	101	92	113	18	10	23	22
ENSMUSG00000028851	579	268	393	591	33	51	33	57
ENSMUSG00000028854	107	116	125	212	24	7	5	12
ENSMUSG00000028857	176	167	112	124	18	18	20	13
ENSMUSG00000028859	732	635	1060	529	29	43	33	36
ENSMUSG00000028860	57	125	84	101	8	7	4	3
ENSMUSG00000028861	88	65	27	48	6	9	2	1
ENSMUSG00000028862	106	99	104	103	8	9	22	39
ENSMUSG00000028863	339	357	578	370	35	46	87	81
ENSMUSG00000028864	38	36	13	6	6	6	3	4
ENSMUSG00000028865	60	54	34	113	6	17	5	12
ENSMUSG00000028868	283	499	232	401	49	40	12	30
ENSMUSG00000028869	306	235	122	274	28	10	24	15
ENSMUSG00000028871	138	160	88	136	10	5	10	7
ENSMUSG00000028873	13	19	18	12	1	1	3	1
ENSMUSG00000028874	95	80	123	102	10	5	4	10
ENSMUSG00000028876	42	39	49	32	2	1	3	4
ENSMUSG00000028878	1010	662	1107	978	238	191	280	220
ENSMUSG00000028879	284	298	267	274	42	53	61	43
ENSMUSG00000028882	412	316	327	436	62	39	64	83
ENSMUSG00000028883	162	152	180	161	8	7	17	9
ENSMUSG00000028884	32	63	15	17	4	2	0	1
ENSMUSG00000028885	92	90	105	142	12	6	13	25
ENSMUSG00000028886	205	183	278	785	47	60	101	49
ENSMUSG00000028889	650	806	460	778	118	58	102	104
ENSMUSG00000028890	32	19	27	49	2	0	1	5
ENSMUSG00000028893	453	579	1034	695	67	43	92	74
ENSMUSG00000028894	186	140	159	149	2	3	4	7
ENSMUSG00000028896	117	99	64	171	19	51	17	24
ENSMUSG00000028898	21	17	35	19	7	9	5	11
ENSMUSG00000028899	49	57	51	49	4	5	2	5
ENSMUSG00000028901	179	348	127	149	29	21	36	15
ENSMUSG00000028902	142	187	144	64	21	16	20	30
ENSMUSG00000028906	165	106	104	143	17	10	5	8
ENSMUSG00000028907	52	97	62	110	9	19	10	14
ENSMUSG00000028909	18	12	6	8	1	4	1	1
ENSMUSG00000028910	94	57	22	68	25	25	15	20
ENSMUSG00000028911	104	77	217	189	14	5	15	29
ENSMUSG00000028914	155	98	135	73	19	15	16	9
ENSMUSG00000028917	68	99	48	48	8	10	5	4
ENSMUSG00000028919	154	106	97	82	45	48	25	40
ENSMUSG00000028920	1097	798	1027	1281	192	121	83	71
ENSMUSG00000028923	916	687	568	696	60	41	48	86
ENSMUSG00000028926	110	70	47	51	8	4	8	5
ENSMUSG00000028927	43	49	147	137	4	4	14	11
ENSMUSG00000028931	238	204	290	243	33	16	36	37
ENSMUSG00000028932	456	133	391	489	13	31	52	51
ENSMUSG00000028933	111	87	196	80	5	5	6	5
ENSMUSG00000028936	289	222	172	320	39	27	38	38
ENSMUSG00000028937	35	41	8	28	5	5	4	4
ENSMUSG00000028938	481	322	299	325	29	29	65	43
ENSMUSG00000028940	97	44	59	80	11	12	9	5
ENSMUSG00000028943	240	670	463	450	17	25	14	20
ENSMUSG00000028944	265	391	379	1424	26	46	50	41
ENSMUSG00000028945	642	494	415	477	24	23	33	19
ENSMUSG00000028946	59	34	34	41	10	14	2	5
ENSMUSG00000028948	66	40	81	55	3	13	8	4
ENSMUSG00000028949	94	167	107	104	7	17	13	20
ENSMUSG00000028950	84	82	55	56	5	8	8	7
ENSMUSG00000028952	104	96	135	118	12	8	9	10
ENSMUSG00000028953	96	124	72	106	28	18	24	31
ENSMUSG00000028954	171	268	117	166	27	23	15	16
ENSMUSG00000028955	51	94	93	54	8	6	5	8
ENSMUSG00000028957	84	128	90	94	10	10	9	9
ENSMUSG00000028958	94	143	73	110	32	22	35	33
ENSMUSG00000028959	90	67	35	50	8	2	8	4
ENSMUSG00000028960	127	150	149	154	11	7	14	14
ENSMUSG00000028961	86	100	149	62	11	20	10	15
ENSMUSG00000028962	738	1244	709	1014	229	170	105	166
ENSMUSG00000028963	365	487	428	529	93	51	57	97
ENSMUSG00000028964	254	276	104	189	23	23	49	48
ENSMUSG00000028965	166	107	211	129	24	15	18	25
ENSMUSG00000028967	369	455	375	266	40	67	37	63
ENSMUSG00000028969	143	107	205	198	14	6	25	32
ENSMUSG00000028970	36	58	57	54	4	2	3	2
ENSMUSG00000028971	295	307	262	584	34	74	24	69
ENSMUSG00000028972	40	48	54	45	32	27	6	16
ENSMUSG00000028973	517	528	369	688	126	56	46	52
ENSMUSG00000028974	77	62	32	60	33	13	46	32
ENSMUSG00000028975	38	37	24	20	7	5	8	4
ENSMUSG00000028976	221	221	196	239	75	47	86	159
ENSMUSG00000028977	15	19	32	14	2	3	0	3
ENSMUSG00000028978	14	14	7	8	0	1	0	1
ENSMUSG00000028979	195	149	105	145	35	34	68	49
ENSMUSG00000028980	251	527	398	807	66	47	58	33
ENSMUSG00000028982	91	67	134	53	21	9	12	13
ENSMUSG00000028986	129	131	74	49	9	15	8	5
ENSMUSG00000028988	284	367	386	256	59	57	58	43
ENSMUSG00000028989	7	11	11	11	4	8	2	1
ENSMUSG00000028990	84	173	104	95	14	11	10	8
ENSMUSG00000028991	194	149	150	109	24	22	23	9
ENSMUSG00000028992	106	92	113	78	9	6	4	14
ENSMUSG00000028995	101	90	87	47	10	15	6	3
ENSMUSG00000028996	979	1469	796	1408	226	207	67	121
ENSMUSG00000028998	75	158	51	80	20	9	12	11
ENSMUSG00000028999	156	167	245	79	14	41	22	24
ENSMUSG00000029001	104	101	88	92	26	17	18	12
ENSMUSG00000029003	11	9	8	14	0	2	0	1
ENSMUSG00000029004	65	147	89	115	17	6	22	14
ENSMUSG00000029005	56	125	123	109	34	20	17	17
ENSMUSG00000029007	553	890	767	687	137	116	473	539
ENSMUSG00000029009	37	37	18	28	3	2	2	6
ENSMUSG00000029012	1082	534	929	980	63	46	33	18
ENSMUSG00000029014	54	38	52	40	8	6	5	12
ENSMUSG00000029015	36	30	31	45	7	8	10	11
ENSMUSG00000029016	126	132	82	119	15	26	20	14
ENSMUSG00000029017	176	48	155	131	11	7	16	11
ENSMUSG00000029019	79	159	186	261	27	20	22	37
ENSMUSG00000029020	50	38	34	28	9	14	8	10
ENSMUSG00000029022	163	106	137	112	9	22	18	23
ENSMUSG00000029026	10	9	10	11	1	1	1	5
ENSMUSG00000029027	276	134	179	298	18	12	19	34
ENSMUSG00000029028	130	103	112	72	27	5	8	4
ENSMUSG00000029029	133	88	87	106	21	4	6	11
ENSMUSG00000029030	33	44	14	54	1	6	8	8
ENSMUSG00000029032	134	119	101	178	17	27	53	38
ENSMUSG00000029033	237	180	249	307	15	19	24	11
ENSMUSG00000029034	684	741	1198	484	55	86	53	78
