GeneID	RNA.WT1	RNA.WT2	RNA.KO1	RNA.KO2	RPF.WT1	RPF.WT2	RPF.KO1	RPF.KO2
ENSG00000035403	5948	5703	4032	4839	865	1611	1681	2548
ENSG00000035499	497	549	527	755	256	518	407	511
ENSG00000035664	15	23	31	40	3	4	2	4
ENSG00000035681	369	314	320	408	68	169	120	220
ENSG00000035687	626	708	531	633	438	991	961	1589
ENSG00000035720	0	0	0	0	0	0	0	0
ENSG00000035862	665	695	1156	1294	67	60	40	61
ENSG00000035928	1191	1147	1184	1655	381	1015	1083	1781
ENSG00000036054	226	214	227	342	163	453	699	983
ENSG00000036257	1377	1243	1613	2084	1175	3197	3435	5322
ENSG00000036448	0	0	0	0	0	0	0	0
ENSG00000036473	1	0	0	1	0	0	14	19
ENSG00000036530	2	1	4	7	1	3	2	1
ENSG00000036549	769	725	1116	1481	287	704	646	1075
ENSG00000036565	0	0	0	0	0	0	0	0
ENSG00000036672	116	150	151	133	68	109	65	105
ENSG00000036828	0	0	0	0	0	0	0	0
ENSG00000037042	177	155	159	203	51	111	28	97
ENSG00000037241	1083	1155	1002	1197	80	231	143	304
ENSG00000037280	100	88	55	52	21	22	13	12
ENSG00000037474	2840	2840	2445	2980	1149	2190	1858	3243
ENSG00000037637	653	602	563	633	109	316	336	567
ENSG00000037749	536	543	543	685	525	1198	629	917
ENSG00000037757	800	781	696	800	214	309	119	208
ENSG00000037897	435	461	369	432	219	220	85	113
ENSG00000037965	311	348	257	297	72	114	87	109
ENSG00000038002	108	75	67	112	335	728	630	1077
ENSG00000038210	403	335	399	554	118	288	300	477
ENSG00000038219	471	407	617	731	477	1043	839	1422
ENSG00000038274	1123	988	828	1113	573	1333	1008	1597
ENSG00000038295	0	4	33	44	5	10	65	100
ENSG00000038358	2363	2379	2238	2360	344	507	246	445
ENSG00000038382	2216	2172	2478	2991	103	174	136	236
ENSG00000038427	0	3	2	1	0	6	17	21
ENSG00000038532	802	777	691	752	94	199	185	282
ENSG00000038945	1	0	0	0	2	0	1	2
ENSG00000039068	1589	1608	688	821	1413	2180	2816	4453
ENSG00000039123	549	510	656	815	441	1071	1063	2014
ENSG00000039139	37	12	47	48	17	28	50	44
ENSG00000039319	413	392	518	674	698	1869	1189	2559
ENSG00000039523	1351	1255	1070	1181	290	611	1242	1753
ENSG00000039537	0	0	0	0	0	0	0	0
ENSG00000039560	910	813	930	1140	254	572	458	689
ENSG00000039600	0	0	0	0	0	0	0	0
ENSG00000039650	421	386	288	361	51	61	30	55
ENSG00000039987	7	3	0	0	1	7	1	2
ENSG00000040199	803	725	780	928	243	412	251	387
ENSG00000040275	459	466	480	620	462	1248	733	1480
ENSG00000040341	270	229	249	345	54	95	146	192
ENSG00000040487	1661	1661	1512	1613	140	207	80	110
ENSG00000040531	921	965	896	990	488	605	190	330
ENSG00000040608	483	527	467	607	16	6	8	9
ENSG00000040633	914	1057	797	1067	186	306	293	322
ENSG00000040731	0	2	3	0	0	3	42	52
ENSG00000040933	533	507	460	554	84	140	118	137
ENSG00000041353	114	97	156	182	2	6	16	28
ENSG00000041357	3499	3202	3593	4619	5734	13250	13955	23482
ENSG00000041515	2	5	7	12	3	5	2	0
ENSG00000041802	351	373	316	372	135	228	233	337
ENSG00000041880	340	331	210	250	47	51	26	88
ENSG00000041982	0	0	0	0	0	0	0	1
ENSG00000041988	220	267	245	274	152	102	29	49
ENSG00000042062	6	2	2	2	2	1	0	2
ENSG00000042088	596	650	461	570	222	471	418	591
ENSG00000042286	1822	1936	1421	1801	228	305	182	272
ENSG00000042304	0	0	0	0	0	0	0	0
ENSG00000042317	33	33	49	69	27	62	42	60
ENSG00000042429	188	155	144	196	2	16	2	6
ENSG00000042445	1227	1310	974	1114	739	1351	1184	1513
ENSG00000042493	11	9	17	14	4	1	7	4
ENSG00000042753	2249	2310	1717	2013	284	510	508	710
ENSG00000042781	1	3	0	0	1	0	2	0
ENSG00000042813	1	0	0	0	0	0	0	0
ENSG00000042832	0	0	0	0	0	4	1	0
ENSG00000042980	0	0	0	0	0	0	0	0
ENSG00000043039	101	109	53	54	24	51	3	7
ENSG00000043093	623	613	695	854	555	1446	1475	2323
ENSG00000043143	845	810	700	741	26	48	43	38
ENSG00000043355	470	439	470	519	32	21	13	24
ENSG00000043462	0	0	0	0	0	0	0	0
ENSG00000043514	1229	1104	1190	1392	478	1356	1443	2817
ENSG00000043591	311	312	265	282	10	2	1	3
ENSG00000044012	0	0	0	0	0	0	0	0
ENSG00000044090	722	698	662	738	103	175	95	170
ENSG00000044115	5902	6249	5600	6562	1387	2892	2441	4712
ENSG00000044446	879	887	668	855	276	616	468	806
ENSG00000044459	87	102	114	137	57	182	225	378
ENSG00000044524	1	0	0	0	1	2	17	40
ENSG00000044574	15055	14757	16419	18878	27355	55270	28908	49931
ENSG00000046604	299	249	536	637	587	1346	1202	1982
ENSG00000046647	180	194	168	218	65	65	67	95
ENSG00000046651	185	180	239	289	190	436	366	576
ENSG00000046653	6	4	5	6	0	0	0	0
ENSG00000046774	1	3	6	2	0	0	1	4
ENSG00000046889	0	0	0	0	0	0	1	13
ENSG00000047056	373	373	308	475	99	219	103	205
ENSG00000047188	577	599	687	858	276	625	537	1122
ENSG00000047230	563	533	465	493	213	447	410	766
ENSG00000047249	725	738	673	844	410	994	1049	1529
ENSG00000047315	1482	1426	1313	1809	1566	3621	2754	4875
ENSG00000047346	131	118	231	274	67	209	241	311
ENSG00000047365	111	157	172	171	32	92	89	143
ENSG00000047410	1233	1336	1971	2407	2485	5298	4218	9302
ENSG00000047457	479	470	447	571	2737	6268	6599	10408
ENSG00000047578	636	733	564	648	120	199	157	280
ENSG00000047579	158	198	197	216	100	151	132	199
ENSG00000047597	90	79	103	109	43	95	130	122
ENSG00000047617	0	0	0	0	0	0	0	0
ENSG00000047621	311	254	316	396	338	681	485	922
ENSG00000047634	491	503	460	677	89	157	230	287
ENSG00000047644	415	371	324	349	20	25	23	32
ENSG00000047648	1	0	0	1	0	0	0	0
ENSG00000047662	2	1	1	4	0	0	0	0
ENSG00000047849	5347	5112	4582	5356	1718	2784	2061	3625
ENSG00000047932	384	314	360	406	209	536	608	814
ENSG00000047936	0	1	0	0	0	0	0	1
ENSG00000048028	1076	1135	1245	1440	512	1174	795	1091
ENSG00000048052	66	52	230	290	30	46	279	295
ENSG00000048140	1672	1781	1308	1521	164	215	125	170
ENSG00000048162	1721	1834	1038	1259	515	1133	1002	1629
ENSG00000048342	51	67	34	36	12	16	31	27
ENSG00000048392	261	267	334	417	39	113	154	181
ENSG00000048405	276	241	317	281	115	223	294	431
ENSG00000048462	1	0	1	0	0	0	0	0
ENSG00000048471	267	257	174	186	36	49	44	55
ENSG00000048540	0	0	0	0	1	0	0	1
ENSG00000048544	1113	1098	1215	1590	370	721	940	1407
ENSG00000048545	0	0	0	0	0	0	0	0
ENSG00000048649	436	379	590	703	767	1773	1282	2266
ENSG00000048707	1308	1152	1268	1310	349	793	586	1171
ENSG00000048740	0	0	0	0	0	0	0	0
ENSG00000048828	3386	3417	3510	4295	468	846	673	953
ENSG00000048991	1186	1219	1697	1744	92	189	137	245
ENSG00000049089	24	23	9	21	2	1	0	1
ENSG00000049130	159	129	44	45	58	78	76	189
ENSG00000049167	115	98	129	181	26	70	59	119
ENSG00000049192	7	9	2	6	14	28	22	38
ENSG00000049239	2362	2408	1489	1701	137	210	101	199
ENSG00000049245	2229	2331	2271	2604	252	431	236	620
ENSG00000049246	292	247	274	315	66	164	254	329
ENSG00000049247	0	0	0	0	0	0	0	0
ENSG00000049249	16	11	10	6	11	17	59	69
ENSG00000049283	5	4	4	3	2	1	0	1
ENSG00000049323	149	131	231	290	426	814	256	376
ENSG00000049449	883	740	1010	1181	14	11	6	7
ENSG00000049540	0	0	0	0	0	0	0	0
ENSG00000049541	1737	1780	1259	1412	406	754	534	827
ENSG00000049618	1446	1404	1573	1965	142	186	161	221
ENSG00000049656	6317	7019	6194	6491	2629	5840	2163	3835
ENSG00000049759	2055	1932	2843	3372	733	1383	1574	2168
ENSG00000049768	8	13	1	5	4	1	0	0
ENSG00000049769	51	40	29	48	3	5	5	6
ENSG00000049860	1848	1690	2346	2888	3876	8986	5813	8868
ENSG00000049883	236	214	156	268	79	167	201	379
ENSG00000050030	17	29	24	36	3	5	0	3
ENSG00000050130	371	379	501	593	1696	3775	2738	3553
ENSG00000050165	198	217	146	166	2	8	17	15
ENSG00000050327	688	643	509	559	23	30	7	19
ENSG00000050344	374	298	232	317	190	368	342	612
ENSG00000050393	1257	1291	1351	1551	180	500	241	383
ENSG00000050405	246	219	246	393	242	637	663	902
ENSG00000050426	1077	1015	971	1069	364	611	768	1037
ENSG00000050438	1	1	2	4	3	7	2	12
ENSG00000050555	5	1	0	8	0	1	0	2
ENSG00000050628	6	5	0	2	12	16	16	23
ENSG00000050730	0	0	0	0	0	0	0	1
ENSG00000050748	1329	1179	1222	1394	393	965	446	888
ENSG00000050767	0	0	0	0	0	0	0	0
ENSG00000050820	2948	3108	2586	2972	76	87	42	73
ENSG00000051009	838	787	975	1165	99	119	74	118
ENSG00000051108	1641	1760	1874	2249	1070	1702	3142	4161
ENSG00000051128	153	165	209	173	9	9	5	11
ENSG00000051180	1098	1085	716	869	260	538	394	673
ENSG00000051341	185	160	179	279	54	172	99	190
ENSG00000051382	815	787	823	1132	251	586	439	786
ENSG00000051523	0	1	0	3	0	0	0	0
ENSG00000051596	712	764	496	634	0	1	0	0
ENSG00000051620	917	1003	1078	1317	173	371	364	600
ENSG00000051825	242	232	299	355	144	246	217	361
ENSG00000052126	393	385	530	617	242	587	516	976
ENSG00000052344	0	0	0	0	0	2	3	0
ENSG00000052723	1093	989	1298	1723	689	1206	1819	2324
ENSG00000052749	3927	4390	3286	3715	864	1242	481	857
ENSG00000052795	343	401	460	578	59	106	63	86
ENSG00000052802	2731	2642	2777	3749	5742	14168	13668	21268
ENSG00000052841	1205	1129	1393	1702	1672	4339	2764	4202
ENSG00000052850	0	0	0	2	0	0	0	0
ENSG00000053108	42	50	26	25	17	21	19	13
ENSG00000053254	482	419	437	615	6	11	8	9
ENSG00000053328	3	0	3	0	1	4	1	3
ENSG00000053371	995	1021	738	841	107	172	119	192
ENSG00000053372	3201	3671	2700	2816	688	910	1037	1479
ENSG00000053438	39	14	15	29	0	0	0	0
ENSG00000053501	240	203	226	227	104	94	60	80
ENSG00000053524	8	6	1	1	1	1	2	0
ENSG00000053702	17	18	7	13	0	0	0	0
ENSG00000053747	1168	1069	932	1080	146	355	277	612
ENSG00000053770	345	281	324	450	75	139	194	271
ENSG00000053900	259	238	251	379	535	1452	997	1637
ENSG00000053918	0	0	0	0	0	1	0	0
ENSG00000054116	954	1018	788	973	254	553	516	451
ENSG00000054118	2528	2609	2501	3228	326	714	674	1406
ENSG00000054148	2006	2050	1747	2017	574	717	1005	1049
ENSG00000054179	0	0	0	0	0	0	0	0
ENSG00000054219	0	0	0	0	0	0	0	0
ENSG00000054267	349	303	385	474	317	996	942	1786
ENSG00000054277	13	3	11	5	8	18	45	43
ENSG00000054282	132	135	71	108	128	280	314	655
ENSG00000054356	0	0	0	0	1	1	1	0
ENSG00000054392	48	36	36	33	9	26	23	24
ENSG00000054523	2042	1926	2130	2420	522	1114	1398	2355
ENSG00000054598	345	302	344	378	23	18	22	12
ENSG00000054611	768	767	755	793	79	196	150	247
ENSG00000054654	328	347	635	711	102	239	201	304
ENSG00000054690	456	410	409	488	76	111	50	66
ENSG00000054793	874	950	1043	1230	424	601	312	555
ENSG00000054796	0	0	0	0	0	0	0	0
ENSG00000054803	0	0	0	0	0	0	0	0
ENSG00000054938	3	0	1	0	0	0	1	1
ENSG00000054965	1063	1074	1092	1219	30	44	31	56
ENSG00000054967	429	457	316	359	102	149	29	75
ENSG00000054983	81	82	109	96	143	417	267	452
ENSG00000055044	1478	1257	1544	2124	1328	3168	2842	5417
ENSG00000055070	2401	2713	1846	2221	183	280	255	381
ENSG00000055118	0	1	3	2	0	1	0	0
ENSG00000055130	1619	1520	1279	1797	911	1933	1685	2647
ENSG00000055147	440	406	408	565	458	979	1246	1491
ENSG00000055163	231	222	511	568	84	193	76	110
ENSG00000055208	717	740	919	986	146	358	443	780
ENSG00000055211	573	562	543	685	3140	8740	3962	8312
ENSG00000055332	898	873	804	921	460	1039	1709	2316
ENSG00000055483	1565	1562	1465	1652	103	176	87	148
ENSG00000055609	580	516	584	734	80	205	125	329
ENSG00000055732	343	282	441	572	1053	2145	1200	1904
ENSG00000055813	0	0	0	0	0	0	0	0
ENSG00000055917	1541	1479	1703	2076	245	495	499	715
ENSG00000055950	2720	2868	2144	2645	247	687	980	1219
ENSG00000055955	2	0	1	2	1	2	0	3
ENSG00000055957	31	35	14	25	58	98	13	15
ENSG00000056050	99	99	125	160	92	180	222	366
ENSG00000056097	2655	2538	2643	3488	738	1781	1760	3203
ENSG00000056277	79	60	74	51	53	137	198	192
ENSG00000056291	87	106	25	27	98	211	215	311
ENSG00000056487	76	71	83	90	4	6	1	5
ENSG00000056558	79	82	70	89	1	3	0	0
ENSG00000056586	792	780	935	1046	144	383	230	512
ENSG00000056736	618	686	801	855	1514	3857	1736	3470
ENSG00000056972	1	0	1	2	0	0	0	0
ENSG00000056998	312	371	261	286	64	102	75	132
ENSG00000057019	572	464	444	494	406	702	405	456
ENSG00000057149	0	0	0	0	5	2	4	1
ENSG00000057252	1548	1494	1475	1731	5464	11899	6651	8799
ENSG00000057294	1070	1042	1016	1283	262	407	792	1213
ENSG00000057468	0	0	2	0	0	0	1	7
ENSG00000057593	314	291	186	237	95	147	100	152
ENSG00000057608	4845	4606	4766	5929	2082	5287	5692	8911
ENSG00000057657	0	0	0	0	2	0	3	2
ENSG00000057663	472	415	451	658	244	445	1104	1020
ENSG00000057704	6	6	8	5	0	3	3	5
ENSG00000057757	546	574	436	581	107	297	222	351
ENSG00000057935	437	441	422	544	222	528	581	920
ENSG00000058056	380	354	343	509	98	299	239	330
ENSG00000058063	928	952	1086	1406	1760	3853	2346	3423
ENSG00000058085	0	0	0	5	0	0	0	0
ENSG00000058091	301	315	133	187	37	78	40	58
ENSG00000058262	10456	10858	9953	10710	6384	12218	5535	8676
ENSG00000058272	586	538	628	851	780	2224	1853	3466
ENSG00000058335	0	0	0	0	0	0	0	0
ENSG00000058404	0	3	0	2	0	2	2	0
ENSG00000058453	277	250	269	290	33	36	10	26
ENSG00000058600	1794	1661	1418	1705	268	511	582	718
ENSG00000058668	35	99	58	56	66	128	255	430
ENSG00000058673	3	1	1	2	0	0	0	0
ENSG00000058729	178	166	172	260	181	459	440	690
ENSG00000058799	534	556	529	648	339	819	343	536
ENSG00000058804	3175	3239	2874	3424	4511	10216	5316	9465
ENSG00000058866	0	0	2	0	2	0	0	0
ENSG00000059122	1267	1425	998	1170	39	81	36	58
ENSG00000059145	490	468	483	614	10	7	4	5
ENSG00000059377	0	0	0	0	0	0	0	0
ENSG00000059378	411	451	289	372	23	79	65	115
ENSG00000059573	2980	3310	2472	2908	850	1706	1910	2773
ENSG00000059588	1853	1729	703	902	1237	2979	831	1651
ENSG00000059691	696	697	667	720	251	499	571	1011
ENSG00000059728	64	64	90	105	20	27	32	57
ENSG00000059758	417	385	417	586	155	314	299	481
ENSG00000059769	134	79	133	175	170	412	261	446
ENSG00000059804	17089	17279	12053	15066	17736	38185	9685	18362
ENSG00000059915	33	32	38	51	1	4	0	3
ENSG00000060069	1057	1141	1182	1327	100	137	95	146
ENSG00000060138	3856	4055	3279	3827	217	301	161	412
ENSG00000060140	2	2	0	2	1	0	10	5
ENSG00000060237	7341	7076	7364	8463	1539	3343	2573	4521
ENSG00000060303	0	0	0	0				
ENSG00000060339	1678	1637	1934	2554	1518	5124	3227	6966
ENSG00000060491	1577	1698	972	1269	169	178	68	116
ENSG00000060558	5	6	1	1	0	0	0	0
ENSG00000060566	1523	1599	1008	1133	389	506	313	360
ENSG00000060642	256	261	214	220	260	492	253	369
ENSG00000060656	1103	1140	933	979	88	120	45	92
ENSG00000060688	1011	1104	726	870	423	930	826	1423
ENSG00000060709	0	0	0	0	0	0	0	1
ENSG00000060718	4	3	97	93	0	11	10	8
ENSG00000060749	1437	1339	1793	2114	313	709	869	1377
ENSG00000060762	860	861	421	517	290	851	862	972
ENSG00000060971	1479	1429	992	1072	387	666	317	598
ENSG00000060982	1540	1429	1829	2273	819	1484	1985	3755
ENSG00000061273	1116	1125	1008	1146	34	43	29	36
ENSG00000061337	0	0	0	0	0	0	1	0
ENSG00000061455	0	0	1	0	0	0	0	0
ENSG00000061492	0	0	0	0	0	0	0	0
ENSG00000061656	83	88	78	89	49	74	74	61
ENSG00000061676	3832	3518	5019	6423	1653	3391	4265	6550
ENSG00000061794	1586	1469	1682	2091	1045	2489	3492	5508
ENSG00000061918	0	0	0	0	0	0	0	0
ENSG00000061936	885	930	831	873	144	288	200	413
ENSG00000061938	803	722	782	890	111	190	25	88
ENSG00000061987	591	570	697	955	432	1099	838	1550
ENSG00000062038	0	0	1	0	0	0	0	2
ENSG00000062096	0	0	0	0	0	0	0	0
ENSG00000062194	329	305	292	430	35	164	166	204
ENSG00000062282	94	76	48	47	5	12	15	26
ENSG00000062370	17	15	23	38	8	31	19	37
ENSG00000062485	4099	4644	3828	4323	647	1451	1534	2270
ENSG00000062524	9	0	2	8	0	0	0	0
ENSG00000062582	7	4	12	10	207	340	687	489
ENSG00000062598	777	735	877	912	385	902	602	755
ENSG00000062650	1579	1500	1604	2041	326	966	751	1197
ENSG00000062716	2499	2305	2628	3152	3863	7726	2087	4301
ENSG00000062725	310	314	339	406	395	968	769	1323
ENSG00000062822	1363	1499	1059	1238	138	158	49	117
ENSG00000063015	0	0	2	1	1	1	0	2
ENSG00000063046	7598	7460	7150	9012	106	239	157	378
ENSG00000063127	28	10	20	27	3	0	6	10
ENSG00000063169	430	414	408	476	63	101	25	55
ENSG00000063176	498	537	499	687	30	43	9	32
ENSG00000063177	9842	10953	7497	8955	426	534	225	303
ENSG00000063180	167	162	138	108	75	111	51	45
ENSG00000063241	1135	1377	929	1005	112	87	75	126
ENSG00000063244	6339	6732	4743	5899	559	765	705	780
ENSG00000063245	3738	3921	3090	3854	95	69	52	85
ENSG00000063322	1346	1434	1291	1404	128	268	251	336
ENSG00000063438	0	6	3	0	0	0	0	0
ENSG00000063515	0	0	2	0	0	0	0	0
ENSG00000063587	415	388	198	255	21	21	10	16
ENSG00000063601	737	707	636	672	133	287	186	297
ENSG00000063660	1007	990	900	960	251	191	79	123
ENSG00000063761	248	249	173	165	86	141	78	102
ENSG00000063854	634	646	615	804	90	117	82	95
ENSG00000063978	1962	1832	1868	1914	176	341	237	348
ENSG00000064012	1065	1035	913	1181	462	1010	1813	2460
ENSG00000064042	0	0	2	0	1	1	3	4
ENSG00000064102	568	553	559	768	620	1430	1358	2241
ENSG00000064115	1639	1613	1465	1719	1193	2604	1726	2537
ENSG00000064195	1	0	0	0	0	0	0	0
ENSG00000064199	13	31	19	31	23	25	65	88
ENSG00000064201	0	0	0	0	0	0	0	0
ENSG00000064205	0	0	0	0	0	0	0	0
ENSG00000064218	1	0	1	6	2	5	1	5
ENSG00000064225	62	65	116	114	43	108	80	70
ENSG00000064270	2	0	2	0	0	0	1	1
ENSG00000064300	7	7	2	3	0	4	0	0
ENSG00000064309	147	179	134	186	172	472	183	299
ENSG00000064313	471	432	407	633	243	499	527	967
ENSG00000064393	9	17	12	16	2	1	1	5
ENSG00000064419	2124	1951	1519	1898	928	2101	1207	1693
ENSG00000064489	0	0	0	0	0	0	0	0
ENSG00000064490	1308	1302	934	1108	556	598	193	319
ENSG00000064545	2366	2399	1722	2008	917	837	244	368
ENSG00000064547	74	59	38	56	0	2	4	1
ENSG00000064601	5591	5822	6136	6893	9450	16240	8945	16387
ENSG00000064607	2955	2976	2516	2996	512	992	607	839
ENSG00000064651	2881	2604	3962	5151	13536	30978	14985	28409
ENSG00000064652	157	209	198	193	71	83	102	122
ENSG00000064655	0	0	0	0	0	0	0	0
ENSG00000064666	5549	6098	3703	4329	296	551	564	723
ENSG00000064687	605	551	351	484	80	119	48	103
ENSG00000064692	0	0	0	0	0	0	0	0
ENSG00000064703	791	695	871	986	235	598	675	911
ENSG00000064726	1167	1179	1039	1299	351	889	650	976
ENSG00000064763	3	2	8	3	0	0	2	0
ENSG00000064787	77	64	25	32	4	3	11	18
ENSG00000064835	0	0	0	0	0	0	0	0
ENSG00000064886	0	0	0	0	0	1	0	0
ENSG00000064932	1469	1579	1287	1405	67	64	37	32
ENSG00000064933	224	249	281	375	279	675	951	1558
ENSG00000064961	1034	1031	892	1060	209	387	303	553
ENSG00000064989	0	2	0	0	4	3	45	46
ENSG00000064995	591	595	504	569	127	175	129	242
ENSG00000064999	859	820	659	848	90	175	153	262
ENSG00000065000	6051	6434	6237	7095	987	1509	968	1407
ENSG00000065029	500	625	466	518	18	23	16	28
ENSG00000065054	443	524	321	427	19	37	23	27
ENSG00000065057	503	561	313	355	96	103	47	93
ENSG00000065060	1234	1466	1453	1796	238	401	361	575
ENSG00000065135	2761	2528	3585	4898	2395	4590	5305	7085
ENSG00000065150	7754	7448	7252	9128	5487	11937	13187	22343
ENSG00000065154	3299	3287	3093	4110	1448	3297	2634	3513
ENSG00000065183	2743	2643	2580	3311	1040	2558	2528	4744
ENSG00000065243	1782	1691	2283	2888	1541	4268	4681	8306
ENSG00000065268	1507	1555	1374	1598	164	168	52	78
ENSG00000065308	1012	1023	819	965	309	629	219	347
ENSG00000065320	21	35	6	7	12	18	3	6
ENSG00000065325	28	15	6	2	1	0	0	0
ENSG00000065328	1373	1424	1004	1267	459	899	659	1051
ENSG00000065357	82	70	79	82	35	33	57	65
ENSG00000065361	3935	4052	3493	4290	4365	9691	4348	7709
ENSG00000065371	0	0	0	0	0	0	0	0
ENSG00000065413	96	89	152	192	62	121	74	165
ENSG00000065427	5335	5668	5020	5947	1629	2925	4733	5168
ENSG00000065457	555	539	499	647	67	116	72	145
ENSG00000065485	380	403	357	392	2152	4002	2932	4805
ENSG00000065491	289	301	336	353	22	57	79	68
ENSG00000065518	1088	1218	1105	1224	141	283	274	345
ENSG00000065526	2790	2451	2786	3111	227	420	441	810
ENSG00000065534	136	149	118	130	12	53	32	59
ENSG00000065548	1171	1212	1729	2150	1451	3580	3170	7058
ENSG00000065559	581	577	639	804	103	226	253	295
ENSG00000065600	274	273	269	251	403	595	327	443
ENSG00000065609	1	0	0	0	2	4	1	7
ENSG00000065613	1560	1297	1825	2275	2337	5500	3175	5604
ENSG00000065615	492	398	520	736	97	280	180	403
ENSG00000065618	3	3	1	0	1	1	0	2
ENSG00000065621	63	31	51	55	0	7	13	9
ENSG00000065665	169	198	174	203	287	805	450	753
ENSG00000065675	0	0	0	0	1	0	0	0
ENSG00000065717	451	463	455	593	19	22	22	41
ENSG00000065802	1291	1360	1914	2213	87	122	112	143
ENSG00000065809	2588	2446	2494	3261	459	1193	1243	1811
ENSG00000065833	791	819	754	925	553	1200	1365	2600
ENSG00000065882	1132	1147	1047	1249	43	90	92	205
ENSG00000065883	1311	1247	1297	1686	210	601	449	1051
ENSG00000065911	1706	1573	2028	2421	926	2038	3910	5796
ENSG00000065923	555	602	588	646	250	506	304	452
ENSG00000065970	938	1009	924	1097	84	122	64	115
ENSG00000065978	17062	16744	12996	16451	85	310	426	833
ENSG00000065989	362	317	326	371	16	13	6	22
ENSG00000066027	1231	1117	1213	1638	171	351	433	750
ENSG00000066032	1	0	1	0	0	0	0	0
ENSG00000066044	3449	3563	2729	3138	736	860	831	1014
ENSG00000066056	2	0	0	0	3	0	1	0
ENSG00000066084	3469	3468	3873	4578	357	714	626	995
ENSG00000066117	2117	2185	1968	2356	419	679	849	1100
ENSG00000066135	263	252	288	278	112	196	172	282
ENSG00000066136	3803	3968	3825	4326	715	944	616	965
ENSG00000066185	0	1	0	0	0	0	1	0
ENSG00000066230	47	45	37	39	1	9	0	1
ENSG00000066248	452	510	325	418	122	173	173	279
ENSG00000066279	582	825	1180	1325	561	1481	1181	2286
ENSG00000066294	0	0	0	0	0	0	0	0
ENSG00000066322	2812	2961	2147	2393	1795	3069	1745	2208
ENSG00000066336	4	6	0	0	4	0	0	0
ENSG00000066379	231	218	133	174	73	85	42	80
ENSG00000066382	0	0	2	0	0	0	0	0
ENSG00000066405	1	1	0	1	0	0	1	0
ENSG00000066422	249	251	292	340	145	315	302	540
ENSG00000066427	94	89	95	146	66	141	87	159
ENSG00000066455	541	437	541	680	315	753	1494	1954
ENSG00000066468	0	0	1	0	0	0	1	1
ENSG00000066557	354	285	422	456	517	1344	1579	2380
ENSG00000066583	709	744	641	817	328	906	772	990
ENSG00000066629	538	544	533	631	151	248	93	176
ENSG00000066651	179	149	153	208	152	403	379	531
ENSG00000066654	486	425	480	654	104	226	335	464
ENSG00000066697	486	523	541	616	33	68	78	131
ENSG00000066735	11	13	11	11	0	0	0	0
ENSG00000066739	471	387	516	634	178	454	295	508
ENSG00000066777	636	518	581	892	714	1481	1245	2313
ENSG00000066813	1	0	0	0	0	0	0	0
ENSG00000066827	128	153	118	137	17	22	22	41
ENSG00000066855	729	677	718	997	175	470	639	784
ENSG00000066923	52	40	45	65	6	5	3	4
ENSG00000066926	845	923	1145	1358	223	547	566	720
ENSG00000066933	353	302	454	546	120	257	203	303
ENSG00000067048	0	0	0	0	5	0	0	0
ENSG00000067057	3003	3031	2212	2678	269	359	516	773
ENSG00000067064	1728	1648	1909	2453	1730	4278	3685	7114
ENSG00000067066	32	24	39	49	4	10	84	119
ENSG00000067082	2356	2340	2972	3789	180	342	298	398
ENSG00000067113	107	119	130	155	249	435	400	610
ENSG00000067141	1551	1552	1536	1675	2065	4214	2096	3787
ENSG00000067167	1858	1755	2031	2667	4097	10210	6018	9656
ENSG00000067177	809	785	750	873	309	642	270	575
ENSG00000067182	2268	2454	1884	2161	567	1077	712	1218
ENSG00000067191	94	95	84	88	19	21	20	17
ENSG00000067208	692	723	1026	1217	422	990	921	1611
ENSG00000067221	173	225	165	179	93	129	39	58
ENSG00000067225	25114	27842	18824	21289	6166	9725	5878	10722
ENSG00000067248	429	432	486	663	212	447	403	851
ENSG00000067334	1861	1724	2604	3217	2203	4874	5866	11091
ENSG00000067365	317	284	215	281	17	37	28	31
ENSG00000067369	1283	1197	1028	1358	1861	4070	1332	3339
ENSG00000067445	0	0	2	0	0	1	0	0
ENSG00000067533	581	534	550	715	741	1292	1675	2800
ENSG00000067560	9138	10345	8613	9893	3891	9267	11732	13874
ENSG00000067596	1904	1891	1755	1875	338	646	589	1069
ENSG00000067601	40	37	27	39				
